#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-04-17-11-47-05
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1313583870.684872	C7Rzdf2N6U2EIC3ZVc	60.190.223.75	2012	147.32.84.165	1048	bad_TCP_checksum	-	F	bro
1313592452.216705	CxM9ul420HsEjooaf7	147.32.84.191	1726	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592452.303052	C815HHsAJwRi2ckj6	147.32.84.193	2650	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592452.307193	CKzZY92q4I2Z4OxLfh	147.32.84.193	2651	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592452.357577	Ch0PQO3QpgMR5HEmy2	147.32.84.205	1757	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592452.433667	Cm5lqh1ffzGbK2Y8Y6	147.32.84.191	1728	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592452.531961	C4IcQXnY8KLC6HJui	147.32.84.205	1758	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592452.603908	Cb2DtJ2X9WNAQbeeBb	147.32.84.209	2544	212.117.177.186	65500	unknown_dce_rpc_auth_type_85	-	F	bro
1313592452.729717	CdOQOD2MZLoJZAc6Q7	147.32.84.206	4093	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592452.745532	CjFNDM1nNghP6vGVXg	147.32.84.206	4094	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592452.901281	CeWSg32zoyPFYcenk2	147.32.84.191	1730	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592452.901281	CD3zwG1k0krBUCk1jk	147.32.84.191	1731	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592453.119273	Cb2DtJ2X9WNAQbeeBb	147.32.84.209	2544	212.117.177.186	65500	unknown_dce_rpc_auth_type_18	-	F	bro
1313592453.119273	Cb2DtJ2X9WNAQbeeBb	147.32.84.209	2544	212.117.177.186	65500	too_much_dce_rpc_fragment_data	-	F	bro
1313592453.446242	CMEYh53RpKZN9ALfGe	147.32.84.191	1733	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592453.480891	Cs5GJqyIyRKIUo9w	147.32.84.206	4096	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592453.494827	CPoWV73LpH0lsjvyl9	147.32.84.206	4097	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592453.799723	CmEoJ72LuLcDCaKFsd	147.32.84.208	1025	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592454.310209	CMyi8E48w0zKnHv17e	147.32.84.165	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313592454.756228	CTqVUa12sOxRPuzxc5	147.32.84.165	1539	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592455.168119	CJvu0l2whhzU7Xhygh	147.32.84.193	2658	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592455.168119	Cdatk411M5dA4ViWji	147.32.84.193	2659	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592456.258683	CCXwci2XzX8ARXMOrc	147.32.84.207	4472	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592456.853826	CcDpvA25IjroVm3fz1	147.32.84.207	4473	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592456.873994	CQH9vw3BqVOQKhV5lb	147.32.84.192	4189	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592456.873994	Cm0uhk56jcowA2ex2	147.32.84.192	4190	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592457.351975	CZ071y3kO0pJU2TN3e	147.32.84.204	1629	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592457.546233	C1mwxQ278M15h824E9	147.32.84.205	1875	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592457.546233	CVRsZw3bgMBinSJnx2	147.32.84.205	1767	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592457.546233	CebofFFILLbuPkywl	147.32.84.205	1768	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592458.968012	CUzycf3j6AMpr02q4g	147.32.84.204	3222	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592458.968012	CmmrX91Cv7483DxRDb	147.32.84.204	3223	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592459.097443	Cntesm437Lb4cVLWzk	147.32.84.205	1780	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592459.097443	CXFrad4myQVkq7EwCh	147.32.84.205	1781	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592459.654832	CRcKLA1zUixr1lTM43	147.32.84.205	1786	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592459.654832	C5Q1qj4LXgWw4XMwdc	147.32.84.205	1787	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592460.028030	CHmv4q1lBWLspSnmi6	147.32.84.208	2720	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592460.028030	CNkqEC4A9EodAUKMzi	147.32.84.208	2721	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592461.203798	COiII54OLk45DETz09	147.32.84.206	4128	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592461.203798	CLtsSF20uBOL6lnuI9	147.32.84.206	4129	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592461.203798	CeCokI36sdgXZbPovh	147.32.84.165	4718	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592461.203798	CRGrDr16PgyzlzXG95	147.32.84.208	4468	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313592461.302344	C4XxOx1zLNg94Sh5sl	147.32.84.206	1300	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313592461.866062	C27GXy3AXEXi909Lz	147.32.84.193	2677	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592461.932174	CA59lW1KSv1oo6sXyh	147.32.84.193	2678	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592462.307488	CZs7wP2nIEI4bnp1Ee	147.32.84.193	2680	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592462.313757	CYju9o4dwKPjZMp6a9	147.32.84.193	2681	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592462.747940	CngDpB4xXt7KQRrdz7	147.32.84.208	2730	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592462.747940	CiTsqb2l1I6w7AXb59	147.32.84.208	2731	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592462.759547	CdVFDf4A7tY4FCP3T1	147.32.84.191	1750	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592462.996441	C57fUw2mRGSiBo6wld	147.32.84.191	1751	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.107437	CUkj684f8Z00z46qCe	147.32.84.208	2736	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.107437	C6WbKnAOUVOzDfF1b	147.32.84.208	2737	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.208676	CSlSuw1WJx6LuO39Hh	147.32.84.205	1799	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.208676	COkC0O1INjhK9XG0Bf	147.32.84.205	1800	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.231434	CzTLCf1KhjuiFmHoMj	147.32.84.207	4485	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.409239	CV0Fcd3mBIHwHH1ZCk	147.32.84.207	4486	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.409239	CL1Dxl1LYwHQKV3tQj	147.32.84.208	2739	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.409239	CdNmre303vwqtbHYOj	147.32.84.208	2740	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.619556	Cto1l432MSMZSamsC6	147.32.84.207	4487	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592463.659106	CVFX8531bpqSI6vW88	147.32.84.208	2743	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592464.011754	Clq32vfeMHf0oD8sa	147.32.84.208	2748	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592464.011754	CJJShE2M76fdiuAK97	147.32.84.207	4488	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592464.324605	CBFSmh1ls109UZM03k	147.32.84.165	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313592464.324605	CMyi8E48w0zKnHv17e	147.32.84.165	137	147.32.84.171	137	dns_unmatched_msg	-	F	bro
1313592464.597924	CFNlXk2igEIqzyYBw8	147.32.84.207	4492	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592464.636606	CmRuw8YrWTTmSeNYf	147.32.84.192	4212	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592464.636606	CZvkZbLfzREBXybJ	147.32.84.192	4213	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592464.721523	CmgrQW2l4PlLUZym7d	147.32.84.193	2689	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592464.721523	Cr1ZaH1ElVqKa0XdWa	147.32.84.193	2690	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592464.842101	Cvneym1NjTp8EZhdfd	147.32.84.207	4493	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592465.364813	CNRhPx4ASMqF1gygi5	147.32.84.208	2751	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592465.364813	CYTkYE1jBCwdq3jEBi	147.32.84.208	2752	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592465.511388	CoK5m11q7dupJH7Up1	147.32.84.204	3244	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592465.528904	Cy0q0Iq8NzGfIIYRf	147.32.84.204	3245	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592465.528904	Cj62xW3QFT7mINLWn9	147.32.84.193	2695	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592465.528904	ClnFnR1vRbxPO7Cmb4	147.32.84.193	2696	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592466.299314	CaHZeH5VewdhgTDUb	147.32.84.207	4502	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592467.589980	CZmnmA1Z8UtpAnSvq	147.32.84.206	4150	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592467.589980	C8OrSE2TcA1DnJ95oh	147.32.84.206	4151	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592467.746175	CTpMVo2vXeuat8Dimi	147.32.84.207	4506	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592467.856848	CIEjrJw41QYNGa1e6	147.32.84.191	1762	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592468.276258	CPDUev3Ymvmw4IiPlk	147.32.84.191	1765	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592468.474648	CG3VDS3zBKb57FT2jh	147.32.84.209	2568	212.117.177.186	65500	unknown_dce_rpc_auth_type_20	-	F	bro
1313592468.664986	C5RjdO3Zq0zLhIwA7f	147.32.84.206	4160	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592468.664986	CsW9tN1vy8f6BXSPjd	147.32.84.206	4161	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592468.869433	CJxiRs2XmA8qd3gQP4	147.32.84.193	2703	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592468.869433	CjhuLB3WLHyq69MpYb	147.32.84.193	2704	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592468.945584	C8EseG2gwZiwdwArnd	147.32.84.193	2706	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592469.331847	CGNXDqVmlcwLNPVlk	147.32.84.193	2714	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592470.372300	CTODWV3fk4mSGMzkt4	147.32.84.191	1490	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592471.520379	CEpq8X3QthG7U8tse	147.32.84.206	4177	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592471.520379	CeuXxKw9qjuZF4UXk	147.32.84.206	4178	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592471.773526	C8g9j92HOtXkYFYjId	147.32.84.192	4230	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592471.773526	C9JbzYsJbAzmeUFUg	147.32.84.192	4231	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592471.980287	CVGxzu1m0Oi0YbR7x9	147.32.84.206	4181	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592471.980997	CdRJQZ1drPD2Lg8pWj	147.32.84.206	4182	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592472.031335	CayZ1O1DB3VbwJktd9	147.32.84.206	4188	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592472.031335	ChyIoj4kL6vteLWD1d	147.32.84.206	4189	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592472.958869	CwkQOC4HSdFgfaqw95	147.32.84.192	4238	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592472.958869	Cn4MTmEcuH9PPLcUg	147.32.84.192	4239	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592473.002689	CGHoh13KbHi90MMVO	147.32.84.192	4240	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592473.002689	CKjpcK1CJMuk2rAO03	147.32.84.192	4241	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592474.674586	Ci8ufu2AydxneGu308	147.32.84.204	3266	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592474.674586	CpDZoz2WMYKSdZnZWi	147.32.84.204	3267	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592475.186291	CZlJEo231xfUrSsM94	147.32.84.192	4249	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592475.196350	C7eTUg1dgqOckzlbBi	147.32.84.192	4250	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592475.920832	C3CsZQ3fRo8cZhW4nk	147.32.84.207	4523	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592476.278280	Ctsd8L2fZIeHbKXAG6	147.32.84.207	4524	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592476.679515	CPYPnB2BmpM5xupfy3	147.32.84.205	1831	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592476.679515	CjRMV7jAMitmR9dt9	147.32.84.205	1832	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592477.032599	CL0oIb3UggMLYJ7u7d	147.32.84.204	3276	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592477.032599	CtT8XISwsgeFSlpDb	147.32.84.204	3277	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592477.147383	CRzmanCXX2iYlhVzb	147.32.84.208	2774	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592477.147383	C8nct339rg5aHGcZjf	147.32.84.208	2775	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592477.534749	CAQbAq4wMBOT1bgI1e	147.32.84.191	1784	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592477.818173	CYhzoT2vL2GmMyssKe	147.32.84.205	1838	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592477.818173	Cy650I19XspZNzLu8	147.32.84.205	1839	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592478.217877	CUMIap2Vfl0N63qeS7	147.32.84.191	1786	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592478.269894	CxiAJx1cXEpCVBjaIa	147.32.84.191	1787	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592478.422706	C4D7Sz45z4xBChgxI4	147.32.84.191	1790	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592478.422706	C68Fmz46P7Ng7yV70i	147.32.84.204	3283	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592478.470441	CoztMW24HBsyH0aqw6	147.32.84.204	3284	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592478.470441	CFqjiQyXZwNITa91f	147.32.84.206	4207	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592478.551916	CUNK2R1Hd7NZAuczwb	147.32.84.191	1791	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592478.932003	C95T3b3qZzXHewqdpa	147.32.84.191	1793	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592479.143436	ClPkX2UGOaGK7kGI9	147.32.84.206	4208	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592479.305848	C7aln91OrKhaUHiZBb	147.32.84.207	4530	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592480.006876	CRPaEx1DaqnbQyNkA5	147.32.84.207	4531	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592480.194935	CHoSWw4Hv5N1T8Agql	147.32.84.207	4535	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592480.387968	CHq0FGnidWdbGHaFl	147.32.84.207	4536	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592480.535540	C21nMQtTucbEyHBhe	147.32.84.208	2795	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592480.535540	Cj4hzV1YJzg8Oq1zJi	147.32.84.208	2796	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592480.722842	Cf6vkR33LPUwEdVFFj	147.32.84.207	4538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592481.154710	CS6xfP1tFRrQbrxtNb	147.32.84.207	4541	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592481.930784	CC7RU91S2Kt4kfX62a	147.32.84.191	1799	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592482.190609	C1Y8uJ16EHHH5aXtC4	147.32.84.209	2583	212.117.177.186	65500	unknown_dce_rpc_auth_type_135	-	F	bro
1313592482.225555	Cjp0gK1v480bb53KAk	147.32.84.191	1800	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592482.256014	Csu5b4VJbf1xgpAa1	147.32.84.204	3298	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592482.256014	CJQ2fo1jOLHhfQPL	147.32.84.204	3299	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592485.152768	CFYuu837bYyog8Mww9	147.32.84.192	4270	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592485.152768	CqfpMo1eQ2mkQ4m0U8	147.32.84.192	4271	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592486.098255	C07DJM1sOyVZjEVSFc	147.32.84.206	4227	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592486.663783	Cltd1y2lniHu1QMQqe	147.32.84.192	4278	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592486.663783	COb67Z1NMa2oufTkP2	147.32.84.192	4279	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592486.866897	Cc2MroRGKgpzvvTK2	147.32.84.206	4231	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592487.469585	CRNX11A1r7RDsBfjb	147.32.84.192	4286	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592487.469585	CuaKZn40IAoy5Q7482	147.32.84.192	4287	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592487.469585	CIz4Rl4BfCIz0esZi	147.32.84.191	1025	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592487.697109	CGg0hN17TZ3tkNhBS3	147.32.84.207	4556	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592488.484897	C07cKO3kEeHd9hGYM5	147.32.84.207	4561	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592488.997555	CZapEqB18V0oT4lAc	147.32.84.204	3315	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592488.997555	ChevWO32X8bE9kH808	147.32.84.204	3316	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592489.137607	C6UEYA3Ogfb3Pfmnac	147.32.84.207	4563	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592489.174964	CRphKf2G0f1S5DSN3d	147.32.84.165	4832	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592489.174964	C9BfDq4H8qDMQCUhKb	147.32.84.204	3318	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592489.174964	CzXOT01e5LTCnm2ixg	147.32.84.204	3319	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592489.497014	CleHDO6M9C7LQjBAh	147.32.84.204	3325	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592489.503384	CShZMIw2zvgY6uDc	147.32.84.204	3326	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592489.526310	C9zNNm2Y0qm02jZU1d	147.32.84.205	1867	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592489.526310	Cws3Hq4DKvdjf3ambl	147.32.84.205	1868	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592489.915031	CgY9Zp4iPT8xJVyAu9	147.32.84.207	4564	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592490.458629	CHVEaXA5lhipZ6qL2	147.32.84.165	4834	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592490.680555	CDlS9q2yv1qCxWkuYd	147.32.84.165	4835	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592490.680555	CDhje32deAxBoyH5Z9	147.32.84.165	4836	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592491.162279	ChNjDNiplgFjWR2Mk	147.32.84.208	2817	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592491.162279	CvyPIJzfv5ObLUooa	147.32.84.208	2818	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592491.510420	CTJkSQ2n3WGObnnQb5	147.32.84.205	1871	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592491.533607	CbWPxc2vk4aLeGVxhk	147.32.84.205	1872	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592491.787664	CHJ3P01GBx3uGBeV37	147.32.84.204	1629	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313592491.799938	CM7AMb39fgHOeu61x2	147.32.84.165	1539	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313592492.358435	CA0pvk2jtrV5Mqmio3	147.32.84.205	1878	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592492.402017	C9gqyx1FensJJno9sf	147.32.84.205	1879	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592492.544448	CHjL0jfymu26qvL7b	147.32.84.193	2768	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592492.544448	CQbjLM1gmsYZ0X9ZBg	147.32.84.193	2769	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592492.743304	C6NWYx2LKD6jNmQ7r	147.32.84.204	3339	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592492.770744	C6pcXh1qqpkbNlRuk5	147.32.84.204	3340	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592492.872512	CNZhZGzjO0HFp2cHd	147.32.84.208	2827	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592492.939631	CEm4y13RWUWiQ75wSl	147.32.84.204	3342	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592492.939631	CjeIE81JzXGgzgVwsk	147.32.84.204	3343	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592493.212028	CbpKPw477YYjXDlyh6	147.32.84.192	4300	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592493.267976	CuthwWKIik1g0lElj	147.32.84.208	2830	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592493.302040	Cdy5Xz4DJnb3ZkgE8g	147.32.84.192	4301	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592493.463012	CDfsUA1NDZ8SL304Hb	147.32.84.191	1826	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592494.082373	CQ7byB4uosrfGYwAh9	147.32.84.191	1829	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592494.126814	C2qoID42qCfUdqKiL3	147.32.84.207	4577	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592494.212135	Ca5wms39fL5uNrXVM8	147.32.84.208	2835	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592494.212135	COfQqW2YVx2maxdlJf	147.32.84.208	2836	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592495.264624	CMEJhE2WN5HG7UG8Dk	147.32.84.193	2777	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592495.264624	CWbccvPwNFIZ9pdIk	147.32.84.207	4581	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592495.347283	C0RD6Ti4lIlVhnmbc	147.32.84.209	2608	212.117.177.186	65500	unknown_dce_rpc_auth_type_84	-	F	bro
1313592495.676395	C0RD6Ti4lIlVhnmbc	147.32.84.209	2608	212.117.177.186	65500	unknown_dce_rpc_auth_type_221	-	F	bro
1313592495.676538	CUfvuv4ubrfNqum5Uc	147.32.84.206	4296	89.103.213.96	6667	irc_line_too_short	-	F	bro
1313592495.795118	CLa8UZ2Q4ULAQgHiph	147.32.84.193	2780	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592495.937946	CjuUH7CckngRHbXT3	147.32.84.207	4583	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592496.427156	CD55F6sOJ6sRNKqag	147.32.84.207	4586	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.378061	CWiwl83AzlNjc33MCb	147.32.84.193	2790	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.378061	Cd8CVu1W9LdKVG44Mb	147.32.84.191	1836	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.417959	ClO0au1JMj4uaXuH98	147.32.84.193	2791	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.417959	ClcC7O1JSUKbpEHgdc	147.32.84.193	2792	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.417959	C4CgzH1Q3Js1iUNpxg	147.32.84.193	2793	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.417959	C332Vz1iJduTrFmMV	147.32.84.193	2794	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.417959	Co939c0ZZquYdzoH9	147.32.84.193	2795	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.779462	CINbv41ZBoswfR8nf3	147.32.84.206	4281	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.779462	CP7Qhb347VkWIHEJSh	147.32.84.206	4282	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.779462	CHWo4i4sCQrrq8EeH1	147.32.84.206	4283	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.779462	Cr1XgE3x1Dm3JoCUGd	147.32.84.206	4284	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.873660	CM1gY7gnVK4jfbuIi	147.32.84.205	1893	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.873660	CwoIMB3qKgIVh4BRJ7	147.32.84.205	1894	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592497.909697	CTzzOK1Zf1UzXKomDf	147.32.84.191	1837	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592498.218498	Cm0cCQ2vvdGaeVWbzd	147.32.84.191	1839	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592498.510725	COzYDX1YsQQHdOkztj	147.32.84.206	4286	147.32.80.9	53	dns_unmatched_msg	-	F	bro
