#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-04-15-10-12-51
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1313583870.684872	CUOtvC1tWEu85lUHVb	60.190.223.75	2012	147.32.84.165	1048	bad_TCP_checksum	-	F	bro
1313592341.392804	CKaor62BOkWjpb1X8c	147.32.84.208	2349	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592341.392804	CEMjdi3wMsHuveSAT3	147.32.84.208	2350	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592341.482747	CkFf4B3sJiQqk07dVd	147.32.84.191	1478	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592341.482747	C4SNBz34GD0wY0Widd	147.32.84.191	1479	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592341.510418	CoEEh22QNl72zEaYX2	147.32.84.205	1436	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592341.510418	CyrYs34iRgzseEl6q	147.32.84.205	1437	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592341.715191	CUVmsL2ruOd7kO7jqd	147.32.84.191	1481	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592342.504910	CoOFD10TGoLcEAtod	147.32.84.204	2817	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592342.547924	CnV4cW3EBhYZW2KqH1	147.32.84.204	2819	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592342.683628	CZzLBx3Su0wPA18Z6b	147.32.84.207	4145	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592342.816562	CZjaOH3V3k1Ovn7YMd	147.32.84.204	2821	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592342.816562	C1hf903IUqFt6amxJ3	147.32.84.204	2822	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592342.987617	CXEugV20RdpiUMhKI7	147.32.84.208	2357	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592342.987617	CDlzyV20On69S6vFJ5	147.32.84.208	2358	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592343.240651	CJbH1D1GTx5kk1if75	147.32.84.204	2825	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592343.240651	CH3ySA1oMkwSFTZ0p1	147.32.84.204	2826	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592343.708042	CrDrYYfHBDTC7Ado2	147.32.84.192	3848	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592343.708042	CFHgwDVm15qncDbYh	147.32.84.192	3849	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592343.976619	CMB2LvPrnAl17vlde	147.32.84.208	2362	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592344.069288	C6hk2P1pZGAqYM55T9	147.32.84.207	1672	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592344.177117	CYNrzM1BhHTG99uNS	147.32.84.191	1488	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592344.343038	CtPZbI3dB9jyx0TEAj	147.32.84.208	2363	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592344.365174	C4y02c4k3zetn4ynW7	147.32.84.191	1489	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592344.671045	C5M7ZH3ZxuHAQ68V5e	147.32.84.204	2828	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592344.877949	CqtZXk3dzkaXaBGQ	147.32.84.204	2829	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592345.642609	Cq2jOw282j7SQpDPDb	147.32.84.191	1494	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592346.057484	CHkEre32dVU2uCe1Q4	147.32.84.192	3813	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592346.323374	CjOW6p4bx8RsLHVbx3	147.32.84.191	1495	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592346.854939	CvMQ8359XriQBGnc8	147.32.84.191	1497	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592346.985287	CvEF4m3d8IeRMQPi02	147.32.84.191	1498	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592347.269764	CRsBoU3O75zfQreoK1	147.32.84.204	2837	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592347.269764	C1gANh2M81C1TA37na	147.32.84.204	2838	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592348.961348	CJYg052y2Rg6UJPzCg	147.32.84.205	1774	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592349.928512	CCeebw4Pe54FiCEnbc	147.32.84.207	4165	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592350.015306	CZZ2aa4MYsYibGt5Z	147.32.84.191	1507	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592350.042666	CorRpB1Qf5cTiI6rW1	147.32.84.192	3865	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592350.042666	CUdDe31M4rznpMEIg2	147.32.84.192	3866	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592350.202805	C8PhiU1tbFd7ZYlA0f	147.32.84.206	3626	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592350.205112	CeWLdsug0AfWBQZwb	147.32.84.206	3627	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592351.024399	CSyOvN1hHEKKgVogN3	147.32.84.192	3878	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592351.024399	C02j9g4o273D1Ofe55	147.32.84.192	3879	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592351.640555	CWhOwsfMMMeQGCHY8	147.32.84.192	3882	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592351.647818	CGp9zmLnVy0iphcWi	147.32.84.192	3883	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592351.752282	CHtvdg3sZaC7qX9Zcc	147.32.84.207	4172	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592351.810049	C4PTe1llSRyiVTi6e	147.32.84.205	1458	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592352.191972	CUobtx17xjbM6dFoe3	147.32.84.205	1462	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592352.191972	CtzBYt4m3Fk4TojT3	147.32.84.192	3885	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592352.191972	Cnahbc2f9vGZwUyIJc	147.32.84.192	3886	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592352.508412	CYYXlqtFAunGgQVM3	147.32.84.207	4173	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592352.915154	CADtBVemsxPrFcCVb	147.32.84.192	3889	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592352.915154	CxbNtu3O3NokjKcUdj	147.32.84.192	3890	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592353.832091	C31SNP17iPCSMxwp0g	147.32.84.205	1469	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592354.108153	Ci42sb4i7YSyXQo85g	147.32.84.165	4133	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592354.108153	Cb3h5u2yxnPNqC4Wjg	147.32.84.165	4134	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592354.112297	CpSPTwTMQlBcDDfC8	147.32.84.204	2859	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592354.123701	CO8uXu3WZECjTNrbh8	147.32.84.204	2860	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592354.353488	CSesls1RABmn6c5wMc	147.32.84.205	1471	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592354.433301	CTANf04P5Pm0gZtQO3	147.32.84.204	2864	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592354.433301	CsHiyy1FyZWGCOxad9	147.32.84.204	2865	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592354.662385	CAD46235ekVsVkn5I	147.32.84.208	2389	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592354.662385	CiUTXM1gm9NwNKW3O4	147.32.84.208	2390	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592355.466594	C2vURe2TN9Fps1sUv3	147.32.84.191	1515	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592355.607013	CWWGba2JqZwktS7Bi8	147.32.84.165	4145	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592355.607013	C2GOY54eflWd4gR9Pl	147.32.84.165	4146	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592355.725873	Cjk3tX3vwTHkZY7x53	147.32.84.165	4160	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592355.725873	CKQMU01drhu07aED69	147.32.84.165	4161	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592356.432767	CwiTMd2hX64ep3Esxc	147.32.84.205	1478	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592356.432767	CquLB02QX3sHY2QcV9	147.32.84.205	1479	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592356.862161	CDupjH28hflf0pjOG1	147.32.84.205	1483	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592356.926807	CeJSaw4ycJUGXepTT2	147.32.84.204	2870	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592356.926807	CPqRII2f9cE1xcDAuk	147.32.84.204	2871	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592357.090347	CyXAzZbarrzZPfu21	147.32.84.205	1484	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592357.090347	CfDc5uLj9AxHXQeP	147.32.84.191	1519	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592357.448417	C1X6SD1hAsHeA0Qos3	147.32.84.193	2333	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592357.448417	CqjF9r46HGBglPATl6	147.32.84.193	2334	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592357.674642	CSA2961OI8fkwdDE2f	147.32.84.205	1487	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592357.734671	C7AymZ9L02g5Ery4a	147.32.84.205	1490	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592357.745448	CX6t3I3kWDKhSlWykg	147.32.84.207	4185	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.230100	C03sJr3xS2BDAO2yre	147.32.84.192	3907	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.230100	CTVohc2H52UwUWAyF3	147.32.84.192	3908	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.230100	CAIQShCcKhqIo1Ss	147.32.84.191	1521	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.310579	CVB5LK3DIl5H2F8Vdi	147.32.84.193	2337	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.310579	CaNlYL1mMPbKnjZ4Pi	147.32.84.193	2338	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.418766	CsxUBV169TJklM4LBi	147.32.84.206	3662	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.448594	CGCBzNdJK85wQfLq1	147.32.84.206	3663	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.709273	CRdldE4ZCnXU44K0Zh	147.32.84.207	4187	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.709273	CD09sN1hztjVRx4dFh	147.32.84.191	1523	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592358.949992	C32ivYpaL5mIcuYt3	147.32.84.207	4188	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592359.497581	CGqPds2dncgmoi6BIl	147.32.84.193	2340	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592359.559312	CbpEnXxmlgsMJwYf7	147.32.84.193	2341	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592359.731405	Cqzayu3Dw4ohoSbMhc	147.32.84.207	4192	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592360.096771	CzDJx84kMoh0EVEzYd	147.32.84.204	2895	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592360.121390	Cj8TkYVhKOPMIAJfi	147.32.84.204	2896	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592360.121390	C6cX3Q10aIyJGPQjbj	147.32.84.204	2897	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592360.331177	CiLVFXAHOfvVl1vfi	147.32.84.204	2898	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592360.742300	CQlPX63Khw6uFoUfX7	147.32.84.205	1496	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592360.825833	CQEBKmxn1jd8VvC95	147.32.84.165	4195	98.139.212.139	587	NUL_in_line	-	F	bro
1313592360.825833	CQEBKmxn1jd8VvC95	147.32.84.165	4195	98.139.212.139	587	line_terminated_with_single_CR	-	F	bro
1313592361.043340	ClDS5L2NQtSyA1RUU8	147.32.84.205	1497	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592362.262149	CkI2Ov2c2SOHIWgZP1	147.32.84.193	2353	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592362.268103	CNOmwn32XTBZ2HJU0a	147.32.84.193	2354	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592362.281687	CbZACFxa61dTue0uc	147.32.84.192	1359	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592362.525060	CRX0eq1LrzusffgZzj	147.32.84.206	3671	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592362.563891	C8G1Gi3iplxfooOZid	147.32.84.206	3672	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592363.244952	C9ewXp483cqepQQkn1	147.32.84.191	1534	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592363.590309	CilOj43lHCehGMuEN9	147.32.84.207	4200	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592363.608376	C2l5le1nj3zZrFHW9d	147.32.84.191	1535	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592364.584610	CZrCfL1eznlSLh1l5f	147.32.84.206	3690	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592364.585479	CbmXGt4XsNf97MK0ba	147.32.84.206	3691	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592365.095589	Cqr6oT1IiENjOOzSD2	147.32.84.192	3919	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592365.117354	CLnVE14iShVOGAqlzj	147.32.84.192	3920	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592365.168941	CT61suSot8T0WMe3d	147.32.84.192	3921	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592365.415569	CJPKkx4ZvthL7cS0c9	147.32.84.207	4205	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592365.448604	CT79C61yoPRSy8u8Y	147.32.84.192	3922	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592366.466816	CfCcBl2kxT2cmFzTMd	147.32.84.192	3925	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592366.466816	CyYKWVlHrDVFF0Cee	147.32.84.192	3926	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592367.084828	C8G3vM3ApFNKteqXM4	147.32.84.165	4225	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592367.084828	C2gjyF4FDKTtU2ht03	147.32.84.165	4226	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592368.478366	CPQ8272v8IuAHZ1uT5	147.32.84.204	2912	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592368.846765	CjTCDC4mhGb4F4YzP8	147.32.84.204	2913	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592369.085809	CpNJv93ZvJizyu4Tnb	147.32.84.205	1519	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592369.085809	CHImoR1tOdkmkTJsIb	147.32.84.205	1520	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592369.651995	Cp93b22aypY2Lm2Iig	147.32.84.205	1524	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592369.651995	CwFyam1E6U1El3dwM1	147.32.84.205	1525	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592370.021918	CcSSA13iBolptuI02d	147.32.84.208	2430	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592370.021918	CANA8C104B3oXN27f5	147.32.84.208	2431	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592370.635006	CCS4cg3ZnFE3vlUyz2	147.32.84.165	4279	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592370.635006	CYeTaW3s3PCkMiajh5	147.32.84.165	4280	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592370.756259	CmwJqG2KvkQ4W19pg2	147.32.84.206	3715	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592370.756259	Cz2MVN3N76LYtUMRDb	147.32.84.206	3716	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592370.802168	CfyqAd1C8Nt7wLG7Uh	147.32.84.206	3738	61.17.216.15	6667	irc_line_too_short	-	F	bro
1313592371.484272	CfyqAd1C8Nt7wLG7Uh	147.32.84.206	3738	61.17.216.15	6667	irc_invalid_command	-	F	bro
1313592371.484272	CfyqAd1C8Nt7wLG7Uh	147.32.84.206	3738	61.17.216.15	6667	bad_HTTP_request	-	F	bro
1313592371.484272	CfyqAd1C8Nt7wLG7Uh	147.32.84.206	3738	61.17.216.15	6667	empty_http_request	-	F	bro
1313592371.817843	CPRtXR2D7gAvPLKB5j	147.32.84.193	2386	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592371.819231	CnzyEpUzmUWvuDFt7	147.32.84.193	2387	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.138289	CIH9l24Yynm3NPJ3vi	147.32.84.207	4217	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.286501	COIcA8fAwg7HANpa4	147.32.84.193	2391	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.286501	CFx2To3sExUUTmiFMl	147.32.84.193	2392	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.550410	C8Mgw9170U4hqrvHW2	147.32.84.207	4223	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.684932	C7wzOnh3OhYsGxJwj	147.32.84.208	2444	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.684932	CIZDya2pqZKO6ALIAj	147.32.84.208	2445	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.759836	CaCmseorQn4rHxsab	147.32.84.165	4296	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.759836	CAnm3z2FwmQ82i57y8	147.32.84.165	4297	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.778050	CudTxh30z6tr4KfVTi	147.32.84.207	4226	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.824454	CzR01b4l4ejVQjRXw2	147.32.84.208	2447	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592372.824454	CaJDQy1CnhddVmOLc4	147.32.84.208	2448	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592373.088747	CayED86fZDyH8tls5	147.32.84.208	2450	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592373.088747	Cer4zrgRbUTwL1iCj	147.32.84.208	2451	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592373.226477	CKdl6z3pn6cLdYYLgi	147.32.84.205	1547	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592373.226477	C2csoB4Vv0Hmxe70a	147.32.84.205	1548	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592373.226477	CLW09E3aB6PZlGklG	147.32.84.208	2453	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592373.254202	CwPDtC3tAsKd41Pec4	147.32.84.208	2454	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592373.254202	Cs8yCQfsgx9lnFSD9	147.32.84.207	4229	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592373.642072	CnI2At3w8Umrc9lMyg	147.32.84.208	2456	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592373.642072	CYOwNrlztK2hISXsi	147.32.84.208	2457	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592374.997392	CxgVxK2Ypd0FKKQIub	147.32.84.207	4235	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592375.241144	C4GTDt49XGlx3rWzS1	147.32.84.208	2464	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592375.241144	CY1vJU3tKwuscVNol8	147.32.84.208	2465	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592375.390343	CXTIGPVKOpNGcEnz6	147.32.84.207	4236	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592375.495849	Cn00p825TkGEAP0H5c	147.32.84.204	2941	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592375.495849	CuPbYH2ta4wrHEeFVl	147.32.84.204	2942	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592375.523486	C29Bek4ojNUvZiUZH5	147.32.84.193	2401	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592375.523486	C7v3pZzPDMw4J4xub	147.32.84.193	2402	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592377.109864	CoZ7X24w0XRBRaPZGl	147.32.84.191	1560	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592377.413735	CnII462oAHb70Beebk	147.32.84.191	1561	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592377.568641	CXPyJi3xlgCdS7yKt9	147.32.84.206	3739	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592377.568641	CZXaqE1nqm9J9PNJO3	147.32.84.206	3740	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592377.735713	CB7Xap4TQ8PuZmNBIg	147.32.84.206	3747	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592377.735713	CMCdXu2lImm9mu7Kue	147.32.84.206	3748	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592377.983492	CZuDvuoL6FjO6Z7o	147.32.84.206	3750	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592378.067399	CzDAbA2AT77AJ0iwj1	147.32.84.206	3751	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592378.169008	CcOT9V8k9wc2rJ1Tc	147.32.84.206	3753	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592378.488411	CjbAp336CnQn6L3kc6	147.32.84.206	3756	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592378.851790	CLbaKu2XTI1KGvA0m9	147.32.84.193	2413	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592378.851790	CEvrdj49ZbGDFOgvMi	147.32.84.193	2414	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592378.914840	CcHHU01LJdKWdG49J3	147.32.84.193	2416	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592378.914840	C1LC7X3Ljq03iK8cd1	147.32.84.193	2417	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592380.071593	CDS7Qy1VPVemAO0Uke	147.32.84.193	2421	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592380.071593	CSIXXoRjbMT5WWFJe	147.32.84.193	2422	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592381.090337	CMYCRS3I6paG97ZC18	147.32.84.206	3764	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592381.120809	Cq8Tad17YzVbb33Pp1	147.32.84.206	3765	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592381.120809	CGXsvS3SXL9rxf2tEg	147.32.84.206	3766	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592381.120809	CX2qpb1lgE9SPfwn7e	147.32.84.206	3767	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592381.440853	CIUpig4BSTVtLLWINl	147.32.84.192	3968	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592381.440853	CSsH0A3LYjapNr3yj8	147.32.84.192	3969	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592381.690829	CL4VSN6nqARNvDgc	147.32.84.192	3971	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592381.690829	C1Yqt32NJmVgeU6MIg	147.32.84.192	3972	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592382.004386	C3PbKw3uYUPnLWHcJj	147.32.84.206	3775	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592382.004386	CwD7ckOzxAjJBzBmi	147.32.84.206	3776	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592382.939382	CzOMIb42BzUV6CZtfc	147.32.84.192	3976	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592382.939382	CjBvJA33uEYzVd1Qsj	147.32.84.192	3977	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592384.104520	CQx49P3kxuZereHoPi	147.32.84.209	2447	58.215.78.1	6667	irc_line_too_short	-	F	bro
1313592384.206677	Chth7x3QV1d8XiJvX1	147.32.84.207	4255	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592384.336230	CAKWs64pn0qsdVLK75	147.32.84.192	3981	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592384.628093	C38usD1noxKmPg7Z2	147.32.84.204	2971	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592384.628093	CrCF2Q2dQ9AZSMo6k9	147.32.84.204	2972	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592384.996319	CbepbEhCjxBQo3dqf	147.32.84.207	4259	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592385.055920	Cws1XaXtwAvq7V094	147.32.84.192	3982	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592385.217070	CQx49P3kxuZereHoPi	147.32.84.209	2447	58.215.78.1	6667	irc_invalid_command	-	F	bro
1313592385.217070	CQx49P3kxuZereHoPi	147.32.84.209	2447	58.215.78.1	6667	bad_HTTP_request	-	F	bro
1313592385.217070	CQx49P3kxuZereHoPi	147.32.84.209	2447	58.215.78.1	6667	empty_http_request	-	F	bro
1313592386.395015	C5Yp504QM6JH4nTeai	147.32.84.208	2493	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592386.514475	CQAgKt2CHH8yrLm7g	147.32.84.205	1574	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592386.529481	CnwC8d29DXHE86puw3	147.32.84.205	1575	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592386.644514	CShtau1VfyygUWNUr2	147.32.84.191	1575	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592386.734038	CN69A93UQMPcxrqXFc	147.32.84.191	1577	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592386.734038	CtT3xv38XKrAG9NlX2	147.32.84.191	1578	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592386.793878	CPt43n25qu1LOsioSg	147.32.84.208	2494	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592386.849138	CAlm4X2yleuvBDJfW5	147.32.84.191	1580	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592387.157415	CXJU9m4mvIhi4JIfFl	147.32.84.208	2496	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592387.157415	CZkKSr4MCrnlLEEqs7	147.32.84.208	2497	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313592387.573998	CKXhM21EgJdMfj5af7	147.32.84.191	1582	147.32.80.9	53	dns_unmatched_msg	-	F	bro
